QuestionID,about,acomp,advcl,advmod,after,against,amod,appos,around,as,at,aux,auxpass,before,between,both,but,by,cc,ccomp,cd,conj,cop,csubj,csubjpass,date,dep,det,dobj,dt,duration,during,either,ex,expl,for,from,fw,if,in,individual,infmod,into,iobj,jj,jjr,jjs,location,mark,md,minus,misc,money,mwe,neg,nn,nnp,nnps,nns,npadvmod,nsubj,nsubjpass,num,number,of,on,ordinal,organization,over,parataxis,partmod,pcomp,pdt,per,percent,person,plus,pobj,pos,poss,possessive,preconj,predet,prep,prp$,prp,prt,quantmod,rb,rbr,rcmod,root,rp,set,such,sym,than,that,time,tmod,to,toward,upon,vb,vbd,vbg,vbn,vbp,vbz,wdt,with,within,worth,wp$,wp,wrb,xcomp, lEquations
565,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,0,0,0,1,2,0,4,0,0,0,4,3,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0, 2*x+4*y=b;1*x+1*y=a
566,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,0,2,1,3,1,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,4,0,0,0,0,0,2,0,0, a*x+b*y=c;1*x-1*y=d
567,0,0,0,1,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,2,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0, a*x+b*y=c*d;1*x+1*y=c
568,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,8,1,7,4,0,0,0,0,2,6,6,8,6,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,1,1,0,0,6,0,0,12,8,0,7,0,4,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,2,0,0,3,0,0,1,0,6,0,0,0,0,0,0,1,2, a*x+c*y=e;b*x+d*y=f
569,0,0,0,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,6,3,0,0,0,0,1,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,9,0,0,11,0,5,2,4,1,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,2,0, b*x+c*y=e;1*x+1*y=d
570,0,0,1,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,6,0,0,8,2,0,8,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,2,0, a*x+b*y=d;1*x+1*y=c
571,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,2,4,2,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,16,5,0,6,0,3,0,4,1,2,0,0,0,0,0,0,1,0,0,0,2,0,4,1,1,1,0,0,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0, a*x+b*y=d;1*x+1*y=c
572,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2,1,0,0,2,0,2,1,2,0,0,0,1,1,2,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,7,0,0,10,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0, a*x+b*y=d;1*x-1*y=c
573,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0, 1*x+1*y=c;1*x-1*y=b
574,0,0,1,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,1,2,1,0,0,0,0,2,4,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,1,0,0,0,2,0,0,5,1,0,6,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,1,0,0,0,0,0,0,0,2,2, b*x+c*y=a;1*x+1*y=d
575,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,4,1,1,0,0,0,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,9,0,0,9,0,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
576,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,5,1,0,0,0,0,1,4,1,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,8,0,0,7,0,1,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0, a*x+b*y=d;1*x+1*y=c
577,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,0,0,0,0,5,3,5,0,0,0,0,0,2,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,23,4,0,12,0,3,0,8,6,10,0,0,2,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,13,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0, a*x+b*y=c;d*x+e*y=f
578,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,5,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,5,0,0,2,0,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0, -c*x+1*y=d;1*x+1*y=b
579,0,0,0,2,0,0,7,0,0,0,0,0,2,0,0,0,0,0,4,0,4,2,2,0,0,0,1,5,1,5,0,0,0,0,0,2,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,18,0,0,8,0,4,2,4,1,2,0,0,0,0,0,3,0,0,2,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,2,0, a*x+b*y=d;1*x+1*y=c
580,0,0,0,2,0,0,7,0,0,0,0,5,2,0,0,0,0,0,6,1,7,3,0,0,0,0,0,15,6,15,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,37,0,0,4,0,6,2,2,7,2,0,0,0,0,0,0,1,0,0,10,0,0,5,0,0,0,0,0,6,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,4,0,1,3,0,3,3,1,6,0,2,0,0,0,0,2,2, b*x+c*y=a*b;1*x+1*y=a
581,0,0,0,2,1,0,8,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,1,6,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,6,1,0,8,0,5,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,4,1,4,0,0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,4,0,1,0,0,0,0,1,1, 1*x+1*y=a;-1*x+1*y=b
582,0,0,0,1,0,0,4,0,0,0,0,1,2,0,0,0,0,0,2,1,6,2,0,0,0,0,1,2,3,4,0,0,0,0,0,0,1,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,3,2,4,3,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,1,3,2,0,0,0,0,0,1,1, b*x+c*y=d*e;1*x+1*y=d
583,0,0,0,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,2,0,6,1,0,0,0,0,2,8,4,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,5,6,0,4,0,6,6,3,0,0,5,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,0, c*x+d*y=a;1*x+1*y=b
584,0,0,0,2,0,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,6,1,0,0,0,0,2,4,1,4,2,0,0,0,0,1,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,7,0,0,7,0,1,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,2,0, d*x+e*y=b;1*x+1*y=a
585,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,1,6,2,5,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,10,3,2,2,0,3,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0, x=(c-a)/(b-d)
586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0, x=(c-a)/b
587,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,6,0,9,1,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,1,0,0,1,0,0,0,4,0,0,10,0,0,2,1,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0, 1*x+1*y=b;1*x-1*y=a
588,0,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,6,2,1,0,0,0,3,5,2,5,2,0,0,0,0,0,1,0,0,8,0,0,0,0,4,0,0,0,1,0,0,0,4,0,0,17,2,0,3,0,4,0,6,0,2,0,0,0,0,0,0,0,0,2,8,2,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,2,0, b*x+c*y=d;1*x+1*y=a
589,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,1,0,0,0,1,6,1,6,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,8,0,0,5,1,3,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0, a*x+b*y=c;1*x-1*y=d
590,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,2,1,3,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0, 1*x+1*y=b;1*x-1*y=a
591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0, x=b/(a-c)
592,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,5,4,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,6,0,0,6,0,0,5,0,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,2, x=(a+c)/b
593,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,4,2,0,0,0,0,1,4,3,4,0,0,0,1,1,1,1,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,10,0,0,8,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0, a*x+b*y=d;1*x+1*y=c
594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,3,0,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0, x=(c-b)/a
595,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,2,7,1,0,1,0,0,0,3,2,4,0,0,0,0,0,3,0,0,0,12,0,0,0,0,2,0,0,0,1,0,0,0,12,0,0,11,0,0,7,0,6,0,6,1,3,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,11,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,4,3,0,0,0,0,0,0,2,1, b*x+c*y=d*e;1*x+1*y=d
596,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,6,0,0,3,1,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, x=a-b
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0, x=(c+b)/a
598,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,7,0,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0, b*x-c*y=0;1*x+1*y=a
599,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,3,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,6,2,0,0,0,0,0,2,12,6,0,1,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5,0,2,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,3,0,0,0,0,1,0,0, 1*x-a*y=0;1*x+1*y=b
600,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,4,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0,5,0,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0, a*x+b*y=c;d*x+e*y=f
601,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,11,0,0,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0, 1*x+1*y=b;1*x-1*y=a
602,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,0,0,0,0,2,0,5,0,0,0,2,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0, 2*x+4*y=b;1*x+1*y=a
603,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,2,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,1,3,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,2,0, 1*x+1*y=b;1*x-1*y=a
604,0,0,0,3,0,0,2,0,0,0,0,2,1,0,0,0,0,0,10,0,6,5,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,14,0,0,6,0,3,1,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,3,0,0,0,0,0,0,2,1, a*x+b*y=e;c*x+d*y=f
605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0, 1*x-c*y=b;1*x+1*y=a
606,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,3,0,0,0,1,2,0,4,0,0,0,4,3,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0, 2*x+4*y=b;1*x+1*y=a
607,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,0,2,1,3,1,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,4,0,0,0,0,0,2,0,0, a*x+b*y=c;1*x-1*y=d
608,0,0,0,1,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,10,0,0,2,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0, a*x+b*y=c*d;1*x+1*y=c
609,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,14,0,0,0,0,3,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0, x=b/a
610,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,4,0,0,0,0,2,3,4,4,0,0,0,2,2,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,9,0,5,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,1,0, c*x+d*y=b;1*x+1*y=a
611,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,7,1,2,3,3,0,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,1,0,0,2,0,1,6,6,0,6,1,11,0,1,1,1,0,0,0,0,1,0,0,0,0,0,6,0,1,1,4,1,0,0,3,4,5,0,0,1,1,0,5,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,4,7,1,0,0,0,0,1,0,1, 1*x+1*y=b;1*x-1*y=a
612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,2,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,16,0,0,2,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0, b*x+c*y=d;1*x+1*y=a
613,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,4,2,1,0,0,2,0,5,2,5,0,0,0,0,0,3,0,0,0,11,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,9,0,0,4,0,3,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0, a*x+b*y=c;1*x+1*y=d
614,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,11,2,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0, x=a*b
615,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,7,2,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0, x=a*b
616,0,0,2,3,0,0,1,0,0,0,0,4,0,1,0,0,0,0,2,0,3,1,0,0,0,4,0,4,5,5,2,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,10,2,0,3,0,4,0,3,2,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,4,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,2,3,0,0,2,1,2,2,0,2,0,0,0,0,0,0,1,1, x=a+b*c
617,0,0,2,3,0,0,1,0,0,0,0,4,0,1,0,0,0,0,2,0,3,1,0,0,0,4,0,4,5,5,2,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,10,2,0,3,0,4,0,3,2,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,4,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,2,3,0,0,2,1,2,2,0,2,0,0,0,0,0,0,1,1, x=a+b*c
